candidate,family,deployable,split,slippage_bps,start,end,total_return_pct,cagr_pct,volatility_pct,sharpe,sortino,max_drawdown_pct,calmar,profit_factor,expectancy_trade_pct,win_rate_pct,avg_gain_pct,avg_loss_pct,best_trade_pct,worst_trade_pct,entries,exits,entries_per_month,zero_entry_months,time_in_market_pct,average_gross_exposure_pct,annual_turnover_x,entry_signals,benchmark_return_pct,final_equity
breakout_50,breakout,True,full,10.0,2020-01-02,2026-07-31,26.929068152297965,3.692478980877145,6.040886378919505,0.6321096356599218,0.8453567954435565,-8.258507639556257,0.4471121347870483,1.6005052463781584,0.8493632253725557,42.934782608695656,5.140655982003058,-2.379323705806584,25.823248729541188,-6.402404664554881,186,184,2.3544303797468356,18,73.26073805202662,32.25183527352134,8.479539084982513,469,153.31637843336728,126929.06815229797
breakout_50,breakout,True,full,20.0,2020-01-02,2026-07-31,20.054956775029908,2.818284060234433,6.034555117857096,0.49203232973957034,0.6540520177576356,-9.133080486245804,0.308579790190035,1.4158351823029645,0.6478655935583478,40.76086956521739,5.198783009362925,-2.4834996008025993,25.57185312489551,-6.589413220686772,186,184,2.3544303797468356,18,73.26073805202662,32.23796594972737,8.471319339708005,469,153.31637843336728,120054.95677502992
relative_momentum_126,relative_momentum,False,train,5.0,2020-01-02,2022-12-30,5.722327088467916,1.8768887402272227,10.272689525617501,0.23202231136779727,0.3083558482622295,-14.275112093757237,0.13147978999394477,1.1989071767040964,1.1638018345052417,36.58536585365854,14.702686779395423,-6.647093326008323,30.824145712353808,-12.410633565727643,44,41,1.2222222222222223,12,87.43386243386243,45.85752086112729,4.253110969813957,45,23.99457443201087,105722.32708846791
relative_momentum_126,relative_momentum,False,validation,5.0,2023-01-03,2024-06-28,11.358997525332647,7.519494540633942,7.970553083913405,0.9493902135775585,1.3951914965742562,-7.3268608542298885,1.0262914350683818,1.0902307423017548,0.3738582254055049,41.66666666666667,9.04166921894678,-5.817435341409691,30.991253215669474,-12.287873032471465,16,12,0.8888888888888888,8,94.6524064171123,56.65279925322027,2.766371685064009,17,44.651846208266456,111358.99752533266
relative_momentum_126,relative_momentum,False,test,5.0,2024-07-01,2026-07-31,6.012438301642864,2.84567643025162,8.455866234543345,0.3750417489608119,0.49734138913480136,-10.256331016443177,0.277455595542828,1.0356787608580946,0.22525507601062383,51.515151515151516,6.294352182825401,-6.223160599980077,16.078581153625638,-18.56046626453284,36,33,1.44,3,92.54302103250478,52.510599626376454,4.968943447479064,38,40.15835193906074,106012.43830164286
relative_momentum_126,relative_momentum,False,full,5.0,2020-01-02,2026-07-31,27.432369688026338,3.7548946718261256,9.39231367911488,0.44055472894331177,0.594571252497275,-17.105499820482038,0.21951388215678055,1.3909835726964555,1.652403641736827,44.44444444444444,11.544996091620543,-6.261670318170145,49.069381312795514,-18.56046626453283,93,90,1.1772151898734178,21,93.22444041137327,52.18902905016034,4.195124898654691,95,153.31637843336728,127432.36968802635
relative_momentum_126,relative_momentum,False,full,10.0,2020-01-02,2026-07-31,25.733580154738167,3.5433779839049606,9.394558887345974,0.4186913257012168,0.5643761436411091,-17.298617389624336,0.20483590706100413,1.3581360326693985,1.5338101096314307,42.857142857142854,11.728425534302895,-6.112151458872168,48.920386354464426,-18.64186513953024,94,91,1.1898734177215189,21,93.22444041137327,52.13665266979104,4.236363816449272,96,153.31637843336728,125733.58015473816
relative_momentum_126,relative_momentum,False,full,20.0,2020-01-02,2026-07-31,22.703308338879523,3.1599865586485754,9.378798367378383,0.3795763048283753,0.5110835291753263,-17.627919320128903,0.17926032569483463,1.3015288870460227,1.3548128612325587,42.857142857142854,11.505191470829628,-6.257971095965244,48.62284253049182,-18.804419180318487,94,91,1.1898734177215189,21,93.22444041137327,52.08787824430203,4.233240445618197,96,153.31637843336728,122703.30833887953
mean_reversion_rsi_35,mean_reversion,True,train,5.0,2020-01-02,2022-12-30,3.966254641966116,1.3082587392978295,5.499008560427655,0.2634107773563238,0.34570271867480684,-8.01594748258012,0.1632069998139179,1.3277545369097463,0.7955513574507509,63.888888888888886,4.649316329467836,-6.022648208425632,9.434484712041378,-9.506822528022028,36,36,1.0,21,29.629629629629626,9.232442617601135,3.6652368106821718,40,23.99457443201087,103966.25464196611
mean_reversion_rsi_35,mean_reversion,True,validation,5.0,2023-01-03,2024-06-28,8.573190126797115,5.699446815900644,3.8021598311694986,1.476752848175444,2.4766159824428944,-3.1586245806719093,1.8044077953348434,9.280961569691293,2.9332771125568575,89.47368421052632,3.6740226635215536,-3.363060070643063,6.26062855720947,-6.361237303227376,19,19,1.0555555555555556,13,26.47058823529412,10.331595332269488,3.8870836445701875,23,44.651846208266456,108573.19012679711
mean_reversion_rsi_35,mean_reversion,True,test,5.0,2024-07-01,2026-07-31,-2.4725858846200044,-1.1960085026479494,5.139681907259381,-0.20898392370537913,-0.2715112154910796,-7.035315170214041,-0.17000069985657265,0.7634134591316255,-0.6921112067319322,53.84615384615385,4.729682844364078,-7.017537599677276,6.456756725037427,-13.200615261231654,28,26,1.12,13,42.638623326959845,12.894293120360164,3.900213873126821,31,40.15835193906074,97527.41411538
mean_reversion_rsi_35,mean_reversion,True,full,5.0,2020-01-02,2026-07-31,10.088437247829706,1.4722163397439703,5.045250306916118,0.315746062146054,0.4235800440844705,-8.01594748258012,0.18366092629016362,1.3496760871401252,0.8194718843429262,66.66666666666666,4.3631151977541425,-6.267814742479506,9.434484712041378,-13.200615261231643,83,81,1.0506329113924051,47,33.03085299455535,10.639720856094138,3.7835820244773677,94,153.31637843336728,110088.43724782972
mean_reversion_rsi_35,mean_reversion,True,full,10.0,2020-01-02,2026-07-31,8.80511608895258,1.291454940644532,4.97416315238421,0.28360562561821534,0.37870412338329373,-8.069211077498007,0.16004723736201595,1.3015192661431236,0.7237711666746454,66.66666666666666,4.258804185906804,-6.346294871789671,9.325104862564157,-13.28737131132339,83,81,1.0506329113924051,47,33.03085299455535,10.483715100299898,3.782256372114683,94,153.31637843336728,108805.11608895258
mean_reversion_rsi_35,mean_reversion,True,full,20.0,2020-01-02,2026-07-31,6.935731232587972,1.0248819065771908,4.882040070293223,0.23390183743669143,0.31189230443817434,-8.175509453536112,0.1253600050739228,1.240038907681826,0.5775314272665983,66.66666666666666,4.008292106098474,-6.283989930397154,9.106672648188994,-13.460623662853937,83,81,1.0506329113924051,47,33.03085299455535,10.374347982476548,3.7796514121601796,93,153.31637843336728,106935.73123258798
