trade_date,symbol,side,price,qty,value,pnl,return_pct,reason
2021-01-07,XLV,BUY,105.76285499999999,162.57969701174974,17194.89292099762,,,breakout_20
2021-01-26,XLF,SELL,27.486250000000002,663.9494651316717,18249.480985975413,2001.1569668961638,12.31608235130188,inverse_signal
2021-01-26,QQQ,BUY,317.95889999999997,54.78661562299418,17419.89203821004,,,breakout_20
2021-01-28,SPY,SELL,349.275275,49.695310614337814,17357.34328103326,1107.8011553478864,6.817429972976309,inverse_signal
2021-01-28,XLV,SELL,105.50722,162.57969701174974,17153.331860152022,-41.56106084559724,-0.2417058427554659,inverse_signal
2021-02-01,QQQ,SELL,307.26629,54.78661562299418,16834.08012413346,-585.8119140765812,-3.362890612591739,inverse_signal
2021-02-01,IWM,SELL,194.85252499999999,104.30541246945734,20324.172990840245,4187.362687722982,25.949134984341228,inverse_signal
2021-02-05,SPY,BUY,360.62021999999996,47.336850111551605,17070.625301334763,,,breakout_20
2021-02-05,IWM,BUY,207.013455,82.45524738604888,17069.345644265697,,,breakout_20
2021-02-05,XLK,BUY,65.282625,261.44883241326386,17068.066083122947,,,breakout_20
2021-02-08,QQQ,BUY,322.070955,53.10660271733806,17104.094253978667,,,breakout_20
2021-02-18,XLF,BUY,29.11455,585.9268463320458,17058.996463876665,,,breakout_20
2021-02-23,QQQ,SELL,306.19682500000005,53.10660271733806,16261.07313858529,-843.021115393376,-4.928767948044234,inverse_signal
2021-02-23,XLK,SELL,62.72862,261.44883241326386,16400.324457895313,-667.7416252276344,-3.9122277941488823,inverse_signal
2021-02-23,XLI,BUY,84.30213,200.37174849327198,16891.76518980712,,,breakout_20
2021-02-26,SPY,SELL,356.691565,47.336850111551605,16884.65514845977,-185.9701528749938,-1.0894161730587144,inverse_signal
2021-02-26,IWM,SELL,205.47721,82.45524738604888,16942.67418274512,-126.6714615205783,-0.7420991065532293,inverse_signal
2021-03-05,XLE,BUY,21.440714999999997,790.3356332441152,16945.3610667316,,,breakout_20
2021-03-12,IWM,BUY,217.36862999999997,79.0936751183786,17192.483802147042,,,breakout_20
2021-03-19,IWM,SELL,210.204845,79.0936751183786,16625.87371873913,-566.6100834079116,-3.2956848465208495,inverse_signal
2021-03-19,XLE,SELL,20.179905,790.3356332441152,15948.897996981088,-996.4630697505108,-5.880447550373192,inverse_signal
2021-03-23,XLV,BUY,106.18306499999998,158.27111828532395,16805.712440513238,,,breakout_20
2021-03-24,XLF,SELL,30.494745,585.9268463320458,17867.689767549924,808.6933036732589,4.740567860399702,inverse_signal
2021-04-05,SPY,BUY,376.02791999999994,45.08002731763057,16951.348905791798,,,breakout_20
2021-04-05,QQQ,BUY,316.69827,53.521221287321104,16950.078189981767,,,breakout_20
2021-05-05,QQQ,SELL,321.32925500000005,53.521221287321104,17197.934162945035,247.85597296326887,1.4622703812054538,inverse_signal
2021-05-05,XLF,BUY,33.666824999999996,514.3377491232661,17316.118990626903,,,breakout_20
2021-05-12,SPY,SELL,382.878465,45.08002731763057,17260.17166153246,308.8227557406608,1.8218181777566078,inverse_signal
2021-05-13,XLI,SELL,93.73311000000001,200.37174849327198,18781.4671424122,1889.701952605079,11.187119471358557,inverse_signal
2021-05-13,XLV,SELL,111.96399,158.27111828532395,17720.66590498683,914.9534644735904,5.444300369366836,inverse_signal
2021-06-02,IWM,BUY,214.88738999999998,80.4726426249459,17292.556140077373,,,breakout_20
2021-06-03,XLE,BUY,22.701345,760.0644489116952,17254.485276979267,,,breakout_20
2021-06-07,XLK,BUY,67.283625,257.5193734846593,17326.83695577676,,,breakout_20
2021-06-11,XLF,SELL,34.132925,514.3377491232661,17555.851815493257,239.73282486635435,1.3844489345223376,inverse_signal
2021-06-11,SPY,BUY,395.35758,43.76457067154794,17302.65475044217,,,breakout_20
2021-06-18,IWM,SELL,210.0949,80.4726426249459,16906.891805023748,-385.6643350536251,-2.2302332398378413,inverse_signal
2021-06-18,XLE,SELL,21.799095,760.0644489116952,16568.71712794869,-685.7681490305768,-3.9744341139258474,inverse_signal
2021-06-18,QQQ,BUY,332.67625499999997,51.33449601936251,17077.767888033926,,,breakout_20
2021-06-21,SPY,SELL,389.335235,43.76457067154794,17039.08940708123,-263.56534336094046,-1.5232653437427286,inverse_signal
2021-06-23,XLY,BUY,84.11203499999999,203.85486144649414,17146.647240907663,,,breakout_20
2021-06-25,SPY,BUY,398.23902,43.27586780500917,17234.139184316402,,,breakout_20
2021-07-19,XLY,SELL,83.99798000000001,203.85486144649414,17123.39657468539,-23.25066622227314,-0.13559890686269438,inverse_signal
2021-07-20,SPY,SELL,397.631085,43.27586780500917,17207.830269622365,-26.308914694036503,-0.15265580956882618,inverse_signal
2021-07-20,QQQ,SELL,344.34774,51.33449601936251,17676.917688306476,599.1498002725493,3.5083613045962663,inverse_signal
2021-07-20,XLK,SELL,71.70412999999999,257.5193734846593,18465.202633862562,1138.3656780858037,6.569956657359052,inverse_signal
2021-07-23,XLV,BUY,120.430185,143.46122134377177,17277.061426756383,,,breakout_20
2021-07-26,SPY,BUY,410.775285,42.08477794287025,17287.38665364424,,,breakout_20
2021-07-26,QQQ,BUY,356.188005,48.53080537509466,17286.090747598242,,,breakout_20
2021-07-26,XLK,BUY,74.267115,232.73820369482,17284.79493869662,,,breakout_20
2021-08-19,SPY,SELL,407.52613500000007,42.08477794287025,17150.646897391165,-136.73975625307503,-0.7909799149673663,inverse_signal
2021-08-19,QQQ,SELL,348.78552,48.53080537509466,16926.842188771185,-359.2485588270574,-2.0782521859488217,inverse_signal
2021-08-19,XLK,SELL,72.89353500000001,232.73820369482,16965.110396865493,-319.6845418311277,-1.8495130718353427,inverse_signal
2021-08-23,XLK,BUY,75.2376,229.66598854482177,17279.517779739883,,,breakout_20
2021-08-24,SPY,BUY,418.86933,41.28680422203398,17293.776022324542,,,breakout_20
2021-08-24,QQQ,BUY,362.34108,47.72431444239051,17292.479637315373,,,breakout_20
2021-09-10,XLV,SELL,124.33780000000002,143.46122134377177,17837.65264719763,560.5912204412452,3.244713939449663,inverse_signal
2021-09-13,SPY,SELL,419.08035500000005,41.28680422203398,17302.488570185502,8.712547860959603,0.050379673298142476,inverse_signal
2021-09-13,XLK,SELL,75.962,229.66598854482177,17445.887821841752,166.37004210186933,0.9628164641083738,inverse_signal
2021-09-15,QQQ,SELL,363.80800500000004,47.72431444239051,17362.48762727878,70.00798996340745,0.40484645020103127,inverse_signal
2021-09-16,XLE,BUY,20.940465,824.9846776695179,17275.56276827482,,,breakout_20
2021-09-21,XLE,SELL,20.159915,824.9846776695179,16631.620978119878,-643.9417901549423,-3.7274721454370767,inverse_signal
2021-09-24,XLE,BUY,21.2106,809.9238823867114,17178.97149975158,,,breakout_20
2021-09-28,XLY,BUY,88.8444,195.05500007570646,17329.544448726094,,,breakout_20
2021-09-29,XLY,SELL,87.866045,195.05500007570646,17138.71141412703,-190.8330345990653,-1.10120052586318,inverse_signal
2021-10-18,SPY,BUY,416.458125,42.11768470306949,17540.252000781504,,,breakout_20
2021-10-18,XLF,BUY,36.328155,482.7918494432812,17538.937139312184,,,breakout_20
2021-10-18,XLI,BUY,95.217585,184.18470050892577,17537.622376408184,,,breakout_20
2021-11-18,XLF,SELL,36.531725,482.7918494432812,17637.219076103353,98.28193679116885,0.5603642684303681,inverse_signal
2021-11-18,XLE,SELL,24.077955000000003,809.9238823867114,19501.31079353253,2322.3392937809513,13.518500183870344,inverse_signal
2021-11-19,QQQ,BUY,391.45563,45.37672671561406,17762.975143798532,,,breakout_20
2021-11-19,XLK,BUY,82.38117,215.60319653679872,17761.643586441427,,,breakout_20
2021-11-29,SPY,SELL,434.88245000000006,42.11768470306949,18316.241911998386,775.9899112168823,4.4240522381452,inverse_signal
2021-11-29,QQQ,SELL,383.74803,45.37672671561406,17413.229484965268,-349.7456588332643,-1.9689587808457225,inverse_signal
2021-11-29,XLK,SELL,81.229365,215.60319653679872,17513.31074665436,-248.33283978706822,-1.3981411043324627,inverse_signal
2021-11-29,XLI,SELL,96.941505,184.18470050892577,17855.14206530953,317.51968890134594,1.810505906025649,inverse_signal
2021-12-13,XLK,BUY,84.58227000000001,207.93665616177265,17587.75439437222,,,breakout_20
2021-12-14,XLV,BUY,125.20257,139.85849540335198,17510.643060832856,,,breakout_20
2021-12-17,XLK,SELL,80.59968,207.93665616177265,16759.627946908906,-828.1264474633135,-4.708539981251386,inverse_signal
2021-12-28,SPY,BUY,449.694735,39.0995254539271,17582.850737629502,,,breakout_20
2021-12-28,QQQ,BUY,392.89635,44.74852638068939,17581.53268285157,,,breakout_20
2021-12-28,XLK,BUY,85.58277,205.41768777615337,17580.214726878345,,,breakout_20
2022-01-05,XLV,SELL,128.04594500000002,139.85849540335198,17908.313210200362,397.6701493675064,2.271019676353291,inverse_signal
2022-01-05,XLF,BUY,37.668825,461.62370865058574,17388.8226970099,,,breakout_20
2022-01-05,XLI,BUY,100.27010999999999,173.40680275570256,17387.519187062597,,,breakout_20
2022-01-06,SPY,SELL,440.00988500000005,39.0995254539271,17204.177698537038,-378.673039092464,-2.1536498531609345,inverse_signal
2022-01-06,QQQ,SELL,371.164325,44.74852638068939,16609.05658883327,-972.4760940183005,-5.531236164448965,inverse_signal
2022-01-06,XLK,SELL,80.669645,205.41768777615337,16570.971949623134,-1009.242777255211,-5.740787544034842,inverse_signal
2022-01-07,XLE,BUY,25.97298,660.446514650524,17153.76411608777,,,breakout_20
2022-01-19,XLF,SELL,37.20139,461.62370865058574,17173.043618756816,-215.77907825308284,-1.2409067710500448,inverse_signal
2022-01-19,XLI,SELL,97.91102,173.40680275570256,16978.436932749646,-409.0822543129507,-2.352735027417445,inverse_signal
2022-02-23,XLE,SELL,28.765610000000002,660.446514650524,18998.14686629626,1844.3827502084932,10.752058485395208,inverse_signal
2022-03-01,XLE,BUY,30.445214999999997,569.9435978937681,17352.055375749318,,,breakout_20
2022-03-16,XLE,SELL,30.794595,569.9435978937681,17551.182269981444,199.12689423212578,1.1475694949107826,trailing_stop
2022-03-17,XLV,BUY,124.212075,139.93747717268343,17381.92440988414,,,breakout_20
2022-03-18,XLI,BUY,95.54775,182.40157640354016,17428.060221811353,,,breakout_20
2022-03-23,SPY,BUY,422.000895,41.360896848630354,17454.33548812469,,,breakout_20
2022-03-23,XLF,BUY,36.42820499999999,479.1075230627904,17453.027067173552,,,breakout_20
2022-04-01,XLF,SELL,35.82208000000001,479.1075230627904,17162.628019757125,-290.3990474164275,-1.6638892857882701,inverse_signal
2022-04-06,XLI,SELL,93.41327,182.40157640354016,17038.727705009525,-389.3325168018273,-2.2339406213123745,inverse_signal
2022-04-07,SPY,SELL,420.33972500000004,41.360896848630354,17385.62800710665,-68.70748101803838,-0.39364134523932187,inverse_signal
2022-04-11,XLE,BUY,33.966975,513.6826340046429,17448.245187169854,,,breakout_20
2022-04-19,XLV,SELL,128.04594500000002,139.93747717268343,17918.42650549218,536.5020956080407,3.086551770429755,inverse_signal
2022-04-25,XLE,SELL,31.824080000000002,513.6826340046429,16347.477239174475,-1100.7679479953786,-6.30876020016501,inverse_signal
2022-05-05,XLE,BUY,35.53776,483.57067736516296,17185.018675240593,,,breakout_20
2022-05-10,XLE,SELL,33.30334,483.57067736516296,16104.518682322325,-1080.4999929182686,-6.2874531202867106,stop_loss
2022-05-18,XLE,BUY,36.45822,466.9164779932442,17022.943676302853,,,breakout_20
2022-05-31,XLV,BUY,123.851895,138.7815404537176,17188.356776212087,,,breakout_20
2022-06-02,XLV,SELL,121.54919500000001,138.7815404537176,16868.78452300931,-319.57225320277576,-1.8592367924608673,inverse_signal
2022-06-14,XLE,SELL,36.981500000000004,466.9164779932442,17267.271730907163,244.32805460430973,1.4352867474056894,inverse_signal
2022-07-29,XLV,BUY,123.75184499999999,137.46588623800383,17011.657046513083,,,breakout_20
2022-08-01,XLE,BUY,33.646815000000004,505.26280915574887,17000.48426604379,,,breakout_20
2022-08-05,XLE,SELL,30.82458,505.26280915574887,15574.513881846115,-1425.9703841976752,-8.387822146018873,stop_loss
2022-08-12,XLI,BUY,93.02649,180.57146565487716,16797.929644028773,,,breakout_20
2022-08-15,IWM,BUY,188.8944,89.10001628659197,16830.494116446018,,,breakout_20
2022-08-16,XLK,BUY,73.286625,230.20462625127425,16870.92011734229,,,breakout_20
2022-08-23,IWM,SELL,181.24933000000001,89.10001628659197,16149.318254933884,-681.1758615121344,-4.047271914890005,inverse_signal
2022-08-23,XLK,SELL,69.735115,230.20462625127425,16053.346085164627,-817.5740321776648,-4.8460547883055165,inverse_signal
2022-08-23,XLV,SELL,122.15889,137.46588623800383,16792.680075700824,-218.97697081225851,-1.2872171723985155,inverse_signal
2022-08-24,XLE,BUY,35.867925,459.9863632679337,16498.756378717,,,breakout_20
2022-08-29,XLI,SELL,89.26534500000001,180.57146565487716,16118.774178838263,-679.1554651905099,-4.043090306857739,inverse_signal
2022-09-02,XLE,SELL,35.08245,459.9863632679337,16137.448590029122,-361.3077886878782,-2.1899092294856635,inverse_signal
2022-10-07,XLE,BUY,36.448215,449.5153732803202,16384.032971126366,,,breakout_20
2022-10-26,XLV,BUY,122.54124,134.94122278630175,16535.86476734967,,,breakout_20
2022-10-31,XLI,BUY,89.07451499999999,186.21757953670044,16587.240581705515,,,breakout_20
2022-11-11,XLF,BUY,33.586785,503.0957591681836,16897.36909759356,,,breakout_20
2022-11-29,XLE,SELL,39.820080000000004,449.5153732803202,17899.738125252214,1515.705154125848,9.25111147418331,inverse_signal
2022-12-01,SPY,BUY,389.244525,43.8006119472852,17049.14839213035,,,breakout_20
2022-12-06,XLF,SELL,32.84357,503.0957591681836,16523.460782943377,-373.90831465018346,-2.2128197146586186,inverse_signal
2022-12-07,SPY,SELL,373.80300500000004,43.8006119472852,16372.80036673411,-676.3480253962407,-3.967048733697652,inverse_signal
2022-12-12,XLI,SELL,93.843055,186.21757953670044,17475.226558429455,887.9859767239395,5.353427969829543,inverse_signal
2022-12-19,XLV,SELL,127.23635,134.94122278630175,17169.428651865866,633.5638845161957,3.8314529867659397,inverse_signal
2023-01-12,XLF,BUY,33.93696,491.56090505526424,16682.0827724243,,,breakout_20
2023-01-13,XLE,BUY,40.009994999999996,416.0136114728402,16644.702514960278,,,breakout_20
2023-01-17,IWM,BUY,179.42967,93.0708114018066,16699.664976458393,,,breakout_20
2023-01-20,XLF,SELL,32.953515,491.56090505526424,16198.659658152228,-483.42311427207096,-2.897858264264074,inverse_signal
2023-01-24,SPY,BUY,381.57068999999996,43.549533627632016,16617.22559547375,,,breakout_20
2023-01-24,XLK,BUY,65.222595,254.75803172794076,16615.97992638863,,,breakout_20
2023-01-31,XLE,SELL,39.56021,416.0136114728402,16457.585832723966,-187.11668223631204,-1.1241815951239222,inverse_signal
2023-02-01,XLF,BUY,34.197089999999996,488.8213085932354,16716.266283880643,,,breakout_20
2023-02-22,SPY,SELL,381.809,43.549533627632016,16627.603884832555,10.378289358806796,0.06245500669879373,inverse_signal
2023-02-22,IWM,SELL,180.04993,93.0708114018066,16757.39307793848,57.72810148008648,0.3456841892425153,inverse_signal
2023-02-22,XLK,SELL,66.72662000000001,254.75803172794076,16999.14237505825,383.16244866962006,2.3059876719103487,inverse_signal
2023-02-22,XLF,SELL,33.653165,488.8213085932354,16450.38415360407,-265.88213027657184,-1.5905593136725742,inverse_signal
2023-03-22,QQQ,BUY,304.682265,54.51354318024659,16609.309809332834,,,breakout_20
2023-03-31,XLK,BUY,72.77636999999999,228.82817207979738,16653.283717703,,,breakout_20
2023-04-03,SPY,BUY,392.606205,42.53206664834253,16698.35327761283,,,breakout_20
2023-04-03,XLV,BUY,122.77135499999999,136.00160662063496,16697.101526992323,,,breakout_20
2023-04-25,XLK,SELL,71.574195,228.82817207979738,16378.192209932975,-275.0915077700265,-1.6518754645223213,inverse_signal
2023-04-26,SPY,SELL,390.174815,42.53206664834253,16594.941236084716,-103.41204152811406,-0.6192948478743509,inverse_signal
2023-04-26,QQQ,SELL,307.48618,54.51354318024659,16762.161150759075,152.85134142624156,0.920275093793204,inverse_signal
2023-04-27,XLV,SELL,124.7376,136.00160662063496,16964.514006002115,267.41247900979215,1.6015502964840727,inverse_signal
2023-05-01,SPY,BUY,398.95937999999995,41.64728211178672,16615.57385000352,,,breakout_20
2023-05-01,QQQ,BUY,316.28806499999996,52.52910287568835,16614.328304737403,,,breakout_20
2023-05-04,SPY,SELL,390.37471500000004,41.64728211178672,16258.045884913341,-357.52796509017753,-2.151764172081856,inverse_signal
2023-05-05,QQQ,SELL,312.42371,52.52910287568835,16411.337203394225,-202.99110134317743,-1.221783376492546,inverse_signal
2023-05-11,QQQ,BUY,319.829835,51.68841108909841,16531.495990038515,,,breakout_20
2023-05-11,XLK,BUY,74.18707500000001,222.81855360196573,16530.256747460553,,,breakout_20
2023-05-18,XLY,BUY,73.47672,226.22808619604976,16622.497745563014,,,breakout_20
2023-05-19,SPY,BUY,403.47163499999994,41.49706118351465,16742.88712340769,,,breakout_20
2023-05-25,SPY,SELL,397.86097,41.49706118351465,16510.06101462249,-232.82610878520063,-1.3905971357812832,inverse_signal
2023-05-26,XLY,SELL,72.43376500000001,226.22808619604976,16386.552031924413,-235.94571363860086,-1.4194359791781657,inverse_signal
2023-06-05,SPY,BUY,411.26552999999996,41.15591527727219,16926.009309142442,,,breakout_20
2023-06-05,IWM,BUY,174.56723999999997,96.95255818246541,16924.7404928524,,,breakout_20
2023-06-26,IWM,SELL,174.08291499999999,96.95255818246541,16877.783945110677,-46.956547741723625,-0.2774432361994215,inverse_signal
2023-06-30,XLI,BUY,102.581265,167.80484749907347,17213.633529587045,,,breakout_20
2023-08-03,SPY,SELL,431.40419,41.15591527727219,17754.834293900236,828.8249847577936,4.89675368611614,inverse_signal
2023-08-03,QQQ,SELL,365.37722,51.68841108909841,18885.76794995195,2354.271959913436,14.241130756297338,inverse_signal
2023-08-03,XLK,SELL,84.667645,222.81855360196573,18865.522195784706,2335.265448324153,14.127218251966392,inverse_signal
2023-08-04,XLI,SELL,104.64765000000001,167.80484749907347,17560.382949386418,346.74941979937284,2.014388299851829,inverse_signal
2023-08-10,XLE,BUY,40.30014,430.1201808835627,17333.9035064329,,,breakout_20
2023-08-25,XLE,SELL,39.620180000000005,430.1201808835627,17041.438988239315,-292.4645181935848,-1.687239796189279,inverse_signal
2023-09-01,XLK,BUY,86.693325,199.43904364844542,17290.033828703865,,,breakout_20
2023-09-05,XLE,BUY,41.460719999999995,416.6372160085689,17274.07895451079,,,breakout_20
2023-09-12,XLY,BUY,84.292125,204.49452977536163,17237.278465641004,,,breakout_20
2023-09-13,XLK,SELL,83.51822000000001,199.43904364844542,16656.79392402047,-633.2399046833962,-3.662456134886964,inverse_signal
2023-09-15,XLF,BUY,33.186585,519.7194812768819,17247.71474155115,,,breakout_20
2023-09-19,XLY,SELL,82.43876,204.49452977536163,16858.27546146389,-379.0030041771133,-2.1987403924150697,inverse_signal
2023-09-22,XLF,SELL,32.52373,519.7194812768819,16903.21608478936,-344.4986567617889,-1.9973582699153967,inverse_signal
2023-09-22,XLE,SELL,41.07945,416.6372160085689,17115.227683163204,-158.8512713475866,-0.9195932921570076,inverse_signal
2023-11-07,XLK,BUY,85.20258,200.2603078822071,17062.69490315838,,,breakout_20
2023-11-13,SPY,BUY,424.842315,40.347486816177764,17141.31970341694,,,breakout_20
2023-11-13,QQQ,BUY,371.04543,46.19389800035384,17140.03474691743,,,breakout_20
2023-11-15,XLF,BUY,33.126554999999996,523.2619536113139,17333.865885712636,,,breakout_20
2024-01-03,XLK,SELL,91.39428000000001,200.2603078822071,18302.64665147264,1239.9517483142627,7.267033463071196,inverse_signal
2024-01-03,XLV,BUY,133.616775,133.55312430710978,17844.937761090117,,,breakout_20
2024-01-04,QQQ,SELL,390.99440500000003,46.19389800035384,18061.55566327904,921.5209163616091,5.376423851925628,inverse_signal
2024-01-05,SPY,SELL,453.55311,40.347486816177764,18299.728126161423,1158.4084227444837,6.757988549233857,inverse_signal
2024-01-18,XLF,SELL,35.812085,523.2619536113139,18739.10155999443,1405.2356742817938,8.106879812887287,inverse_signal
2024-01-19,QQQ,BUY,409.92486,43.360463595778256,17774.5319690345,,,breakout_20
2024-01-19,XLK,BUY,97.00847999999999,183.21284433431663,17773.199545348667,,,breakout_20
2024-01-22,SPY,BUY,470.05490999999995,38.04557922422218,17883.511318139626,,,breakout_20
2024-02-21,XLK,SELL,97.71112000000001,183.21284433431663,17901.932218291735,128.73267294306788,0.7243078130901751,inverse_signal
2024-02-22,QQQ,SELL,428.51563500000003,43.360463595778256,18580.636591639304,806.1046226048056,4.535166518078466,inverse_signal
2024-02-22,XLE,BUY,39.669824999999996,457.3446403812063,18142.781848610386,,,breakout_20
2024-02-23,XLF,BUY,38.769375,469.5610524683968,18204.58852854195,,,breakout_20
2024-03-18,XLV,SELL,139.93,133.55312430710978,18688.088684293874,843.150923203757,4.724874552615141,inverse_signal
2024-03-21,XLI,BUY,121.28061,153.30795774462115,18593.282633121875,,,breakout_20
2024-04-05,SPY,SELL,500.66954000000004,38.04557922422218,19048.26264922488,1164.7513310852519,6.5129901525760205,inverse_signal
2024-04-05,XLF,SELL,39.93002500000001,469.5610524683968,18749.5845640894,544.9960355474504,2.9937289419806543,inverse_signal
2024-04-15,XLI,SELL,120.769585,153.30795774462115,18514.938434015432,-78.34419910644283,-0.4213575442933423,inverse_signal
2024-04-17,XLE,SELL,43.848065,457.3446403812063,20053.677518836757,1910.8956702263713,10.532539530991125,inverse_signal
2024-05-09,XLF,BUY,39.889934999999994,465.51856943084397,18569.50547588935,,,breakout_20
2024-05-10,SPY,BUY,508.33403999999996,36.60156314361912,18605.820463111006,,,breakout_20
2024-05-10,XLI,BUY,122.40117,151.9954892910407,18604.425723945853,,,breakout_20
2024-05-10,XLV,BUY,138.199065,134.61039761255884,18603.031089333865,,,breakout_20
2024-05-24,XLF,SELL,40.019980000000004,465.51856943084397,18630.04383825099,60.538362361639884,0.3260095560446825,inverse_signal
2024-05-24,XLI,SELL,120.489725,151.9954892910407,18313.89470591794,-290.53101802791207,-1.5616231446153594,inverse_signal
