symbol,trades,mean_trade_pct,total_realized_pnl,win_rate_pct
SPY,40,0.5159733966750046,3578.136530613154,40.0
QQQ,29,1.496768007630336,6870.689272885267,48.275862068965516
IWM,17,0.7464564940797581,1899.8976863839616,29.411764705882355
XLK,26,1.9104033484766565,8528.188906309477,50.0
XLF,23,0.5892099101354806,2181.04769494446,52.17391304347826
XLI,19,1.163057614222818,3795.98894430369,47.368421052631575
XLV,22,0.7843965733032522,2763.3613469260235,50.0
XLY,14,0.8602762890146193,1945.1073136619798,35.714285714285715
XLE,26,-0.18460947754147036,-919.4212959307188,26.923076923076923
