candidate,family,deployable,split,slippage_bps,start,end,total_return_pct,cagr_pct,volatility_pct,sharpe,sortino,max_drawdown_pct,calmar,profit_factor,expectancy_trade_pct,win_rate_pct,avg_gain_pct,avg_loss_pct,best_trade_pct,worst_trade_pct,entries,exits,entries_per_month,zero_entry_months,time_in_market_pct,average_gross_exposure_pct,annual_turnover_x,entry_signals,benchmark_return_pct,final_equity,lookback,stop,trail
breakout_20_sl8_tr9,breakout_sensitivity,True,test,5.0,2024-07-01,2026-07-31,5.224209668461288,2.4774710606895844,6.2075654758924665,0.4263779423511242,0.5585204312567014,-8.448856712710773,0.2932315158052551,1.1707423408009356,0.27361905223142136,32.94117647058823,5.296067799915204,-2.1935487536483307,30.528351192720613,-10.410632846750946,88,85,3.52,2,86.04206500956023,38.85906538378361,12.478978252029469,203,40.15835193906074,105224.20966846129,20,8.0,9.0
breakout_20_sl8_tr9,breakout_sensitivity,True,full,5.0,2020-01-02,2026-07-31,33.31849337174402,4.469746667390928,6.4328950095626976,0.7138078962454631,0.9534396292453746,-9.000846730141332,0.496591798683005,1.603954255401298,0.8636857610841503,42.592592592592595,5.169060701506855,-2.3306246785843068,30.52835119272061,-10.410632846750943,219,216,2.7721518987341773,12,80.09679370840895,36.6482323693464,10.00238294474235,649,153.31637843336728,133318.49337174403,20,8.0,9.0
breakout_20_sl8_tr10,breakout_sensitivity,True,train,5.0,2020-01-02,2022-12-30,10.857280224114895,3.5043593795551997,7.084473159430085,0.5205159924536651,0.6819591232108054,-9.000846730141287,0.3893366351656775,1.450476126718178,0.7911970068246464,42.391304347826086,5.52770923373145,-2.6941610469369635,25.949134984341228,-8.387822146018879,92,92,2.5555555555555554,6,78.3068783068783,34.71052808080356,9.278572009211475,278,23.99457443201087,110857.2802241149,20,8.0,10.0
breakout_20_sl8_tr10,breakout_sensitivity,True,validation,5.0,2023-01-03,2024-06-28,12.22140117940629,8.07990677557413,5.388045394956317,1.4690048839940484,2.2431774232815442,-3.2278914466382203,2.5031531912230753,3.496805581874431,1.8024542046213343,53.84615384615385,4.695885390567194,-1.5732155123155023,14.241130756297338,-3.6624561348869524,43,39,2.388888888888889,4,74.8663101604278,36.9359745335825,8.278507739556089,174,44.651846208266456,112221.40117940628,20,8.0,10.0
breakout_20_sl8_tr10,breakout_sensitivity,True,test,5.0,2024-07-01,2026-07-31,5.224209668461288,2.4774710606895844,6.2075654758924665,0.4263779423511242,0.5585204312567014,-8.448856712710773,0.2932315158052551,1.1707423408009356,0.27361905223142136,32.94117647058823,5.296067799915204,-2.1935487536483307,30.528351192720613,-10.410632846750946,88,85,3.52,2,86.04206500956023,38.85906538378361,12.478978252029469,203,40.15835193906074,105224.20966846129,20,8.0,10.0
breakout_20_sl8_tr10,breakout_sensitivity,True,full,5.0,2020-01-02,2026-07-31,32.89101049659078,4.418741011136973,6.468040035592466,0.7027064787461749,0.9411567579534015,-9.000846730141287,0.4909250366790338,1.5984559888640146,0.8534347980991368,42.129629629629626,5.1956327049493565,-2.3076852780878223,30.528351192720592,-10.410632846750943,219,216,2.7721518987341773,12,80.09679370840895,36.64569827850528,10.001763101370436,651,153.31637843336728,132891.01049659078,20,8.0,10.0
breakout_20_sl8_tr11,breakout_sensitivity,True,train,5.0,2020-01-02,2022-12-30,10.857280224114895,3.5043593795551997,7.084473159430085,0.5205159924536651,0.6819591232108054,-9.000846730141287,0.3893366351656775,1.450476126718178,0.7911970068246464,42.391304347826086,5.52770923373145,-2.6941610469369635,25.949134984341228,-8.387822146018879,92,92,2.5555555555555554,6,78.3068783068783,34.71052808080356,9.278572009211475,278,23.99457443201087,110857.2802241149,20,8.0,11.0
breakout_20_sl8_tr11,breakout_sensitivity,True,validation,5.0,2023-01-03,2024-06-28,12.22140117940629,8.07990677557413,5.388045394956317,1.4690048839940484,2.2431774232815442,-3.2278914466382203,2.5031531912230753,3.496805581874431,1.8024542046213343,53.84615384615385,4.695885390567194,-1.5732155123155023,14.241130756297338,-3.6624561348869524,43,39,2.388888888888889,4,74.8663101604278,36.9359745335825,8.278507739556089,174,44.651846208266456,112221.40117940628,20,8.0,11.0
breakout_20_sl8_tr11,breakout_sensitivity,True,test,5.0,2024-07-01,2026-07-31,5.224209668461288,2.4774710606895844,6.2075654758924665,0.4263779423511242,0.5585204312567014,-8.448856712710773,0.2932315158052551,1.1707423408009356,0.27361905223142136,32.94117647058823,5.296067799915204,-2.1935487536483307,30.528351192720613,-10.410632846750946,88,85,3.52,2,86.04206500956023,38.85906538378361,12.478978252029469,203,40.15835193906074,105224.20966846129,20,8.0,11.0
breakout_20_sl8_tr11,breakout_sensitivity,True,full,5.0,2020-01-02,2026-07-31,32.89101049659078,4.418741011136973,6.468040035592466,0.7027064787461749,0.9411567579534015,-9.000846730141287,0.4909250366790338,1.5984559888640146,0.8534347980991368,42.129629629629626,5.1956327049493565,-2.3076852780878223,30.528351192720592,-10.410632846750943,219,216,2.7721518987341773,12,80.09679370840895,36.64569827850528,10.001763101370436,651,153.31637843336728,132891.01049659078,20,8.0,11.0
breakout_25_sl6_tr9,breakout_sensitivity,True,train,5.0,2020-01-02,2022-12-30,8.973688717382245,2.9133214802131047,6.999786344882021,0.444351385569799,0.57585426241082,-9.239810316759577,0.3153010051438819,1.3492279207162483,0.6785221469665781,43.956043956043956,5.418699232436008,-3.03926380242121,25.94913498434122,-8.387822146018872,91,91,2.5277777777777777,6,76.98412698412699,34.17128117972268,9.157915246070102,256,23.99457443201087,108973.68871738225,25,6.0,9.0
breakout_25_sl6_tr9,breakout_sensitivity,True,validation,5.0,2023-01-03,2024-06-28,12.910547077044153,8.52672260504528,5.371965456395911,1.5500592054527114,2.3454873999948473,-3.3187934497444394,2.569223645328657,3.914200706050646,1.9918645290209642,52.77777777777778,5.082768787309416,-1.4626755243602463,14.241130756297348,-2.9360805520199005,40,36,2.2222222222222223,4,75.1336898395722,35.949005811856594,7.6668162427186,158,44.651846208266456,112910.54707704415,25,6.0,9.0
